"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","minuslog10padj","diffexp"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53","113/1734","355/9710",0.31830985915493,1.78246178338775,7.00284703768458,5.77632445777309e-11,1.44047091165716e-09,1.10712885440651e-09,"SUPT16H/TP53/RBL1/PCNA/NELFCD/RFC3/NOC2L/SSRP1/TOP3A/CHD3/MOV10/RPA2/FANCI/PRMT5/TP73/EXO1/PRELID1/BRIP1/TPX2/BLM/BRCA1/RBBP8/TNRC6A/DNA2/CNOT10/MBD3/CHEK1/PIDD1/RFC2/MRE11/FANCD2/CCNT2/RAD51D/RPTOR/CCNE2/SUPT5H/AURKB/E2F1/MDM2/E2F8/TOPBP1/TAF5/AKT2/MSH2/AIFM2/CCNA2/DDB2/GTF2F1/E2F4/CDK12/USP7/MAPKAPK5/RHNO1/CCNE1/ATRIP/RFC4/CSNK2B/PRDM1/RMI1/POLR2D/BARD1/ING5/E2F7/POLR2E/BID/CHD4/PIN1/EHMT2/CNOT9/NBN/GATAD2A/TP53I3/RFC5/RAD1/RMI2/RFFL/BIRC5/AURKA/MLST8/PPP2CA/CARM1/CDC25C/MTA2/RBBP4/COX5A/POLR2K/RPA1/POLR2F/NPM1/GTF2H4/TFDP1/BRPF3/POLR2G/BRD1/PRMT1/PPP2R1A/BRPF1/TRIAP1/KAT5/YWHAE/CASP2/HDAC2/STK11/WRN/TP53BP2/SFN/CCNB1/PRELID3A/ERCC3/NELFB/CTDP1/LAMTOR1/BRD7",113,8.84149550727897,"Severe"
"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY","REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY","41/1734","84/9710",0.488095238095238,2.7332207392761,7.43857619375585,7.44425621514691e-11,1.81852544684303e-09,1.39769708529289e-09,"PSME3/CDC25A/PSMB5/CDK4/PSMC1/PSMD7/PSMC5/PSMD12/CCNE2/E2F1/PSMC3/CABLES1/WEE1/PSMD13/AKT2/PSMB2/PSMA7/CCNA2/E2F4/PSMD3/CCNE1/PSMD11/PSMC2/PSMA4/CKS1B/PSMA3/PSMB7/PSMD4/PSMC6/PSMA1/RBBP4/FZR1/TFDP1/PSMC4/PSMF1/PSMD14/MYC/PSMD1/CUL1/PSMD5/PSMB1",41,8.74028061743237,"Severe"
"REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT","REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT","33/1734","60/9710",0.55,3.07987312572088,7.53473593304587,9.01629534149948e-11,2.15850110475498e-09,1.6589983428359e-09,"TP53/RFC3/TOP3A/RPA2/EXO1/BRIP1/BLM/BRCA1/RBBP8/DNA2/CHEK1/RFC2/MRE11/TOPBP1/WEE1/RHNO1/ATRIP/RFC4/RMI1/BARD1/NBN/RFC5/RAD1/RMI2/RNF168/CDC25C/RPA1/NSD2/KAT5/YWHAE/WRN/SFN/CCNB1",33,8.66584772472888,"Severe"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS","28/1734","46/9710",0.608695652173913,3.40855523795196,7.63442425439465,9.27899325920663e-11,2.17783430024909e-09,1.67385760754316e-09,"NUP62/NUP107/NDC1/NUP85/NUP153/NUP88/TNRC6A/NUP50/NUP214/NUP155/POM121C/NUP133/POLR2D/RAE1/RAN/NUP188/POLR2E/NUP93/IPO8/POLR2K/NUP35/POLR2F/SEH1L/NUP205/POLR2G/NUP54/AAAS/POM121",28,8.66197516646501,"Severe"
"REACTOME_REGULATION_OF_TP53_ACTIVITY","REACTOME_REGULATION_OF_TP53_ACTIVITY","62/1734","158/9710",0.392405063291139,2.19737783423124,7.07508766303233,1.51950914112819e-10,3.49779315755854e-09,2.68836232661141e-09,"SUPT16H/TP53/RFC3/NOC2L/SSRP1/TOP3A/CHD3/RPA2/PRMT5/TP73/EXO1/BRIP1/TPX2/BLM/BRCA1/RBBP8/DNA2/MBD3/CHEK1/RFC2/MRE11/AURKB/MDM2/TOPBP1/TAF5/AKT2/CCNA2/USP7/MAPKAPK5/RHNO1/ATRIP/RFC4/CSNK2B/PRDM1/RMI1/BARD1/ING5/CHD4/PIN1/EHMT2/NBN/GATAD2A/RFC5/RAD1/RMI2/RFFL/AURKA/MLST8/PPP2CA/MTA2/RBBP4/RPA1/BRPF3/BRD1/PPP2R1A/BRPF1/KAT5/HDAC2/STK11/WRN/TP53BP2/BRD7",62,8.45620587615722,"Severe"
"REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION","REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION","52/1734","123/9710",0.422764227642276,2.36738215133016,7.1157441295551,1.93572195985919e-10,4.37180978481407e-09,3.36012113786879e-09,"CDCA5/RANGAP1/NUP107/NUDC/RCC2/TUBA1B/CENPO/ZWINT/NUP85/PMF1/ZWILCH/CDCA8/SPC25/PLK1/SPC24/AURKB/CENPU/ERCC6L/DSN1/SMC3/ZW10/NDC80/BUB3/SMC1A/CENPP/DYNC1LI2/CENPT/NUP133/KIF2C/KNTC1/CENPN/SKA1/TUBA4A/BIRC5/PPP2CA/BUB1B/ITGB3BP/SEH1L/PPP2R1A/MAD1L1/NSL1/CENPS/MAPRE1/CENPM/CCNB1/CENPK/CENPE/CENPI/PAFAH1B1/KIF18A/STAG1/CENPL",52,8.35933874223989,"Severe"
"REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS","REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS","41/1734","87/9710",0.471264367816092,2.63897174826658,7.15970412374568,2.96590951412138e-10,6.5744327563024e-09,5.05303102405865e-09,"PSME3/EIF4G1/EXOSC2/PSMB5/EXOSC9/PSMC1/PSMD7/PSMC5/PSMD12/EXOSC8/KHSRP/PSMC3/NUP214/PSMD13/EXOSC5/PSMB2/PSMA7/PSMD3/PSMD11/ANP32A/EXOSC4/EXOSC3/PSMC2/PSMA4/HNRNPD/EXOSC6/PSMA3/PSMB7/PSMD4/PSMC6/EXOSC7/PSMA1/PARN/SET/PSMC4/PSMF1/PSMD14/ELAVL1/PSMD1/PSMD5/PSMB1",41,8.18214171225799,"Severe"
"REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES","REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES","24/1734","37/9710",0.648648648648649,3.63228280183297,7.4794909133769,3.10335110938488e-10,6.75402050533401e-09,5.19106003751653e-09,"FEN1/UNG/POLE/POLE3/PCNA/RFC3/APEX1/PARP1/RPA2/POLD1/POLD2/POLE2/RFC2/LIG1/POLD3/MUTYH/RFC4/OGG1/XRCC1/RFC5/RPA1/PARP2/NEIL1/MBD4",24,8.17043762517234,"Severe"
"REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS","REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS","26/1734","43/9710",0.604651162790698,3.38590703039082,7.31073614436349,5.40731140627554e-10,1.1558128130914e-08,8.88344016745267e-09,"NUP62/NUP107/NDC1/NUP85/NUP153/NUP88/NUP50/NUP214/GTF2F1/NUP155/POM121C/NUP133/POLR2D/RAE1/NUP188/POLR2E/NUP93/POLR2K/NUP35/POLR2F/SEH1L/NUP205/POLR2G/NUP54/AAAS/POM121",26,7.93711249534805,"Severe"
"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION","REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION","69/1734","191/9710",0.361256544502618,2.02295331437164,6.65726827412672,1.01608017823776e-09,2.1337683742993e-08,1.63998905961183e-08,"EZH2/UBTF/UHRF1/KAT2A/SMARCC1/SMARCC2/MYBBP1A/TRIM28/DEK/WDR5/KANSL3/CHD3/HCFC1/KANSL1/SETD1B/MBD3/POLR1A/SMARCA4/TET3/SUV39H1/SMARCB1/PHF19/SETD1A/PSIP1/CXXC1/ZNF708/MCRS1/BCL7B/ARID1A/BAZ1B/PAGR1/POLR1C/ZNF317/SIRT1/SMARCE1/KANSL2/SMARCD2/POLR2E/CHD4/EED/MTREX/EHMT2/GATAD2A/TAF1C/ARID1B/KMT2D/MTA2/WDR82/DNMT3B/RBBP4/POLR2K/POLR2F/GTF2H4/DDX21/KMT2B/TAF1D/SS18L1/TTF1/ZNF324/ZCCHC8/POLR1B/ASH2L/PAXIP1/HDAC2/BOD1/DNMT1/ERCC3/MTA1/TADA2A",69,7.67085272606587,"Severe"
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS","REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS","40/1734","87/9710",0.459770114942529,2.57460658367471,6.87853055571966,1.22831707042753e-09,2.53499229879614e-08,1.94836500826437e-08,"PSME3/ANAPC7/PSMB5/ANAPC5/PSMC1/PSMD7/PSMC5/PSMD12/ANAPC2/FBXO5/PLK1/AURKB/PSMC3/PSMD13/PSMB2/PSMA7/BUB3/CCNA2/PSMD3/PSMD11/CDC16/PSMC2/PSMA4/PSMA3/AURKA/PSMB7/PSMD4/BUB1B/PSMC6/PSMA1/FZR1/PSMC4/PSMF1/PSMD14/PSMD1/CCNB1/ANAPC1/CUL1/PSMD5/PSMB1",40,7.59602335569768,"Severe"
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY","REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY","18/1734","24/9710",0.75,4.19982698961938,7.31777597917796,1.42090251408814e-09,2.88274628705678e-08,2.21564459823913e-08,"FEN1/POLE/POLE3/PCNA/RFC3/APEX1/PARP1/RPA2/POLD1/POLD2/POLE2/RFC2/LIG1/POLD3/RFC4/RFC5/RPA1/PARP2",18,7.54019357855521,"Severe"
"REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21","REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21","31/1734","59/9710",0.525423728813559,2.94225167634352,6.97693340149189,1.53132406794789e-09,3.05499151555605e-08,2.3480302375201e-08,"PSME3/PSMB5/CDK4/PSMC1/PSMD7/PSMC5/PSMD12/CCNE2/PSMC3/PSMD13/PSMB2/PSMA7/CCNA2/PSMD3/CCNE1/PSMD11/PSMC2/PSMA4/CKS1B/PSMA3/PSMB7/PSMD4/PSMC6/PSMA1/PSMC4/PSMF1/PSMD14/PSMD1/CUL1/PSMD5/PSMB1",31,7.51498999155966,"Severe"
"REACTOME_SUMOYLATION","REACTOME_SUMOYLATION","63/1734","170/9710",0.370588235294118,2.07520863016487,6.59420188836057,1.68640924347506e-09,3.30923256465517e-08,2.54343689179846e-08,"NUP62/TP53/SAFB/RANGAP1/PCNA/NUP107/PARP1/TRIM28/CBX2/CHD3/NDC1/NUP85/BLM/L3MBTL2/NUP153/NOP58/BRCA1/NUP88/CDCA8/NSMCE4A/AURKB/MDM2/NUP50/SMC3/NUP214/SMC1A/NRIP1/NUP155/POM121C/DDX17/NUP133/RAE1/NUP188/NUP93/BIRC5/RNF168/AURKA/DDX5/DNMT3B/NUP35/ZNF131/RPA1/NPM1/TOPORS/SEH1L/ZBED1/NUP205/HDAC7/NUP54/CBX8/CTBP1/NCOA2/CASP8AP2/SP3/AAAS/HDAC2/WRN/DNMT1/POM121/SAE1/MTA1/IKBKE/STAG1",63,7.48027271062882,"Severe"
"REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS","REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS","26/1734","45/9710",0.577777777777778,3.23542227348456,7.00783916730444,2.16083444405749e-09,4.17180456376906e-08,3.2063994976337e-08,"NUP62/RANGAP1/PCNA/NUP107/NDC1/NUP85/NUP153/NUP88/CDCA8/AURKB/NUP50/NUP214/NUP155/POM121C/NUP133/RAE1/NUP188/NUP93/BIRC5/AURKA/NUP35/SEH1L/NUP205/NUP54/AAAS/POM121",26,7.37967604513159,"Severe"
"REACTOME_CHROMATIN_MODIFYING_ENZYMES","REACTOME_CHROMATIN_MODIFYING_ENZYMES","71/1734","202/9710",0.351485148514851,1.96823575091073,6.48382727562899,2.29644803281039e-09,4.36325126233974e-08,3.3535431590247e-08,"EZH2/KAT2A/SMARCC1/SMARCC2/KDM1A/WDR77/WDR5/KANSL3/CHD3/CDK4/PRMT5/HCFC1/BRMS1/KANSL1/PRMT3/RUVBL1/SETD1B/MBD3/SMARCA4/ELP6/SUV39H1/SMARCB1/SETD1A/TAF6L/MCRS1/SETD6/ARID1A/VPS72/KDM2A/SMARCE1/EPC1/YEATS4/KANSL2/SMARCD2/ING5/HAT1/CHD4/GPS2/EED/EHMT2/SUV39H2/GATAD2A/PRMT7/ARID1B/JADE2/KMT2D/CARM1/MTA2/RBBP4/SUPT7L/KMT2B/ELP5/BRPF3/ATXN7L3/NFKB1/BRD1/PRMT1/NCOA2/BRPF1/NSD2/KAT5/USP22/DMAP1/ASH2L/HDAC2/NSD1/MTA1/MECOM/HDAC10/TADA2A/RUVBL2",71,7.36018977699584,"Severe"
"REACTOME_LAGGING_STRAND_SYNTHESIS","REACTOME_LAGGING_STRAND_SYNTHESIS","16/1734","20/9710",0.8,4.479815455594,7.26320908751944,2.36110262107569e-09,4.41599974598062e-08,3.3940850177963e-08,"FEN1/POLA2/PCNA/RFC3/RPA2/POLD1/POLD2/DNA2/RFC2/LIG1/POLA1/PRIM1/POLD3/RFC4/RFC5/RPA1",16,7.35497096026056,"Severe"
"REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS","REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS","21/1734","32/9710",0.65625,3.67484861591696,7.06643897395281,2.98086121255352e-09,5.48937057142547e-08,4.21906510084498e-08,"NUP62/NUP107/NDC1/NUP85/NUP153/NUP88/NUP50/NUP214/NUP155/POM121C/NUP133/RAE1/RAN/NUP188/NUP93/NUP35/SEH1L/NUP205/NUP54/AAAS/POM121",21,7.26047745027269,"Severe"
"REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS","REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS","24/1734","40/9710",0.6,3.3598615916955,6.97304575599944,3.1435967923961e-09,5.7013414553002e-08,4.38198340758244e-08,"KPNB1/NUP62/PABPN1/NUP107/NDC1/NUP85/NUP153/NUP88/NUP50/NUP214/NUP155/POM121C/NUP133/RAE1/NUP188/NUP93/KPNA2/NUP35/SEH1L/NUP205/NUP54/CPSF4/AAAS/POM121",24,7.24402294817111,"Severe"
"REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS","REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS","33/1734","67/9710",0.492537313432836,2.75809533646646,6.73275737584289,3.95429674875296e-09,7.06461672874222e-08,5.42978061022794e-08,"TP53/PSME3/CDC25A/PSMB5/PSMC1/PSMD7/PSMC5/PSMD12/CHEK1/CCNE2/MDM2/PSMC3/PSMD13/PSMB2/PSMA7/CCNA2/COP1/PSMD3/CCNE1/PSMD11/PSMC2/PSMA4/PSMA3/PSMB7/PSMD4/PSMC6/PSMA1/PSMC4/PSMF1/PSMD14/PSMD1/PSMD5/PSMB1",33,7.15091139462327,"Severe"
"REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS","REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS","31/1734","62/9710",0.5,2.79988465974625,6.62889434946123,7.37370225626694e-09,1.28788030499323e-07,9.8984952430557e-08,"CLSPN/RFC3/TOP3A/RPA2/EXO1/BRIP1/BLM/BRCA1/RBBP8/DNA2/CHEK1/RFC2/MRE11/TOPBP1/CCNA2/RHNO1/ATRIP/RFC4/TIMELESS/RMI1/BARD1/NBN/TIPIN/RFC5/RAD1/RMI2/RNF168/RPA1/NSD2/KAT5/WRN",31,6.89012449823126,"Severe"
"REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","19/1734","28/9710",0.678571428571429,3.79984346679848,6.91750453509319,7.42387143229177e-09,1.28788030499323e-07,9.8984952430557e-08,"CENPO/RUVBL1/CENPU/CENPP/CENPT/MIS18BP1/CENPN/RBBP4/CENPX/NPM1/ITGB3BP/HJURP/OIP5/CENPS/CENPM/CENPK/MIS18A/CENPI/CENPL",19,6.89012449823126,"Severe"
"REACTOME_GENE_SILENCING_BY_RNA","REACTOME_GENE_SILENCING_BY_RNA","35/1734","75/9710",0.466666666666667,2.61322568242983,6.53911724118052,8.18777278275663e-09,1.39368878864352e-07,1.07117266963412e-07,"DGCR8/NUP62/NUP107/NDC1/NUP85/NUP153/NUP88/TNRC6A/XPO5/TSN/NUP50/NUP214/DROSHA/DICER1/NUP155/POM121C/NUP133/POLR2D/RAE1/RAN/NUP188/POLR2E/NUP93/IPO8/POLR2K/NUP35/POLR2F/SEH1L/NUP205/POLR2G/NUP54/TARBP2/AAAS/POM121/ELAC2",35,6.85583419357234,"Severe"
"REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR","REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR","16/1734","21/9710",0.761904761904762,4.26649091008953,6.98667992699614,8.26665864608937e-09,1.39368878864352e-07,1.07117266963412e-07,"FEN1/POLE/POLE3/PCNA/RFC3/APEX1/RPA2/POLD1/POLD2/POLE2/RFC2/LIG1/POLD3/RFC4/RFC5/RPA1",16,6.85583419357234,"Severe"
"REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS","REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS","22/1734","36/9710",0.611111111111111,3.42208125080097,6.78822362927752,8.88324090202516e-09,1.47683879996168e-07,1.13508078192544e-07,"NUP62/NUP107/NDC1/NUP85/NUP153/NUP88/PSIP1/NUP50/NUP214/BANF1/NUP155/POM121C/NUP133/RAE1/NUP188/NUP93/NUP35/SEH1L/NUP205/NUP54/AAAS/POM121",22,6.83066690625052,"Severe"
"REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN","REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN","20/1734","31/9710",0.645161290322581,3.61275439967258,6.79334098596756,1.11087205501144e-08,1.82152582171053e-07,1.40000313782263e-07,"NUP62/NUP107/NDC1/NUP85/NUP153/NUP88/NUP50/NUP214/NUP155/POM121C/NUP133/RAE1/NUP188/NUP93/NUP35/SEH1L/NUP205/NUP54/AAAS/POM121",20,6.73956466787696,"Severe"
"REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN","REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN","27/1734","51/9710",0.529411764705882,2.96458375737838,6.55856426777916,1.41378855539993e-08,2.28689851461314e-07,1.75768306887559e-07,"NUP62/NUP107/LMNB1/TMPO/NDC1/NUP85/VRK1/NUP153/CTDNEP1/NUP88/PLK1/NUP50/NUP214/BANF1/NUP155/POM121C/NUP133/RAE1/NUP188/NUP93/NUP35/SEH1L/NUP205/NUP54/AAAS/POM121/CCNB1",27,6.64075310759327,"Severe"
"REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS","REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS","21/1734","34/9710",0.617647058823529,3.45868105027478,6.69596148823741,1.48386399532676e-08,2.33708579263964e-07,1.79625641539555e-07,"NUP62/NUP107/NDC1/NUP85/NUP153/NUP88/NUP50/NUP214/NUP155/POM121C/NUP133/RAE1/NUP188/NUP93/NUP35/TOPORS/SEH1L/NUP205/NUP54/AAAS/POM121",21,6.63132534469545,"Severe"
"REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS","REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS","21/1734","34/9710",0.617647058823529,3.45868105027478,6.69596148823741,1.48386399532676e-08,2.33708579263964e-07,1.79625641539555e-07,"FEN1/POLA2/PCNA/DSCC1/RFC3/RPA2/BLM/POLD1/POLD2/DNA2/RFC2/LIG1/POLA1/CHTF18/PRIM1/POLD3/RFC4/RFC5/CHTF8/RPA1/WRN",21,6.63132534469545,"Severe"
"REACTOME_MITOTIC_PROPHASE","REACTOME_MITOTIC_PROPHASE","36/1734","80/9710",0.45,2.51989619377163,6.36451041934266,1.67048555151124e-08,2.59684572098565e-07,1.99590481479265e-07,"NUP62/NCAPH2/NUP107/LMNB1/TMPO/NDC1/NUP85/VRK1/NUP153/CTDNEP1/NUP88/PLK1/NUP50/NUP214/BANF1/NUMA1/NUP155/SMC4/POM121C/NUP133/RAE1/NUP188/NUP93/MASTL/ENSA/PPP2CA/NUP35/SEH1L/NUP205/SET/NUP54/PPP2R1A/SMC2/AAAS/POM121/CCNB1",36,6.58555385110804,"Severe"
"REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA","REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA","19/1734","29/9710",0.655172413793103,3.66881438173647,6.71083379071758,1.79243084666284e-08,2.75069195314798e-07,2.11414920375617e-07,"PABPN1/SNRPD3/SLBP/WDR33/CPSF7/CPSF2/CPSF6/SNRPB/CLP1/NUDT21/CSTF1/SYMPK/CSTF3/CPSF4/SNRPF/SNRPE/CPSF3/NCBP1/CSTF2T",19,6.56055804303046,"Severe"
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1","34/1734","74/9710",0.459459459459459,2.57286698463169,6.33255083937716,2.18476812053265e-08,3.31033853199694e-07,2.54428692517727e-07,"PSME3/ANAPC7/PSMB5/ANAPC5/PSMC1/PSMD7/PSMC5/PSMD12/ANAPC2/PLK1/AURKB/PSMC3/PSMD13/PSMB2/PSMA7/PSMD3/PSMD11/CDC16/PSMC2/PSMA4/PSMA3/AURKA/PSMB7/PSMD4/PSMC6/PSMA1/FZR1/PSMC4/PSMF1/PSMD14/PSMD1/ANAPC1/PSMD5/PSMB1",34,6.4801275907982,"Severe"
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION","REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION","39/1734","91/9710",0.428571428571429,2.39990113692536,6.25564830456934,2.27386291769811e-08,3.4022673906058e-07,2.61494235535283e-07,"SUPT16H/TP53/RFC3/NOC2L/SSRP1/TOP3A/RPA2/EXO1/BRIP1/TPX2/BLM/BRCA1/RBBP8/DNA2/CHEK1/RFC2/MRE11/AURKB/MDM2/TOPBP1/TAF5/CCNA2/MAPKAPK5/RHNO1/ATRIP/RFC4/CSNK2B/RMI1/BARD1/PIN1/NBN/RFC5/RAD1/RMI2/AURKA/RPA1/KAT5/STK11/WRN",39,6.46823155736037,"Severe"
"REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1","REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1","28/1734","55/9710",0.509090909090909,2.85079165355982,6.4177376916442,2.36764773736084e-08,3.49885721187769e-07,2.68918014613824e-07,"PSME3/PSMB5/PSMC1/PSMD7/PSMC5/PSMD12/FBXO5/PSMC3/PSMD13/PSMB2/PSMA7/PSMD3/PSMD11/PSMC2/PSMA4/PSMA3/PSMB7/PSMD4/PSMC6/PSMA1/FZR1/PSMC4/PSMF1/PSMD14/PSMD1/CUL1/PSMD5/PSMB1",28,6.45607378068341,"Severe"
"REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY","REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY","21/1734","35/9710",0.6,3.3598615916955,6.52100137364983,3.08660351746216e-08,4.50568830536855e-07,3.46301858056731e-07,"NUP62/NUP107/NDC1/NUP85/NUP153/NUP88/NUP50/NUP214/NUP155/POM121C/NUP133/RAE1/NUP188/NUP93/NUP35/SEH1L/NUP205/NUP54/AAAS/POM121/CCNB1",21,6.34623885520886,"Severe"
"REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS","REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS","41/1734","99/9710",0.414141414141414,2.31909638484033,6.15076399193075,3.26423461272238e-08,4.70757690533576e-07,3.6181877634995e-07,"NUP62/CCAR2/NUP107/DNAJC2/RPA2/NDC1/NUP85/HSPA9/NUP153/HSPH1/NUP88/AKT1S1/RPTOR/BAG1/NUP50/NUP214/HSPA4/NUP155/POM121C/SIRT1/RPS19BP1/HSPA14/FKBP4/BAG2/NUP133/RAE1/NUP188/NUP93/HSP90AB1/MLST8/NUP35/RPA1/SEH1L/NUP205/NUP54/YWHAE/VCP/AAAS/DNAJC7/POM121/CAMK2D",41,6.32720257640102,"Severe"
"REACTOME_HIV_LIFE_CYCLE","REACTOME_HIV_LIFE_CYCLE","54/1734","147/9710",0.36734693877551,2.05705811736459,6.02115323013156,3.47471701104733e-08,4.95147174074245e-07,3.80564244067089e-07,"RCC1/SUPT16H/FEN1/NUP62/RANBP1/RANGAP1/NELFCD/NUP107/SSRP1/NDC1/NUP85/NUP153/XRCC5/NUP88/VPS4A/LIG1/CCNT2/PSIP1/SUPT5H/NUP50/NUP214/TAF5/BANF1/GTF2F1/NUP155/POM121C/XRCC6/GTF2A1/NUP133/POLR2D/RAE1/RAN/NUP188/POLR2E/CHMP6/NUP93/NMT1/POLR2K/NUP35/POLR2F/GTF2H4/SEH1L/NUP205/POLR2G/NUP54/VTA1/AAAS/POM121/ERCC3/NELFB/MVB12B/NCBP1/CTDP1/PPIA",54,6.30526569523153,"Severe"
"REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL","REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL","23/1734","41/9710",0.560975609756098,3.14133400849579,6.40626334155808,3.97690539154912e-08,5.60041853374623e-07,4.30441524732375e-07,"TRMT1/NSUN2/QTRT1/TRMT61A/URM1/TRMT11/QTRT2/METTL1/CDKAL1/CTU2/ADAT3/DUS2/TRMT13/ADAT2/THADA/PUS1/OSGEP/TRIT1/LCMT2/FTSJ1/TRMT12/PUS7/WDR4",23,6.25177951583231,"Severe"
"REACTOME_BASE_EXCISION_REPAIR","REACTOME_BASE_EXCISION_REPAIR","24/1734","44/9710",0.545454545454545,3.05441962881409,6.36812123985597,4.2069760897961e-08,5.85552369707666e-07,4.50048604954931e-07,"FEN1/UNG/POLE/POLE3/PCNA/RFC3/APEX1/PARP1/RPA2/POLD1/POLD2/POLE2/RFC2/LIG1/POLD3/MUTYH/RFC4/OGG1/XRCC1/RFC5/RPA1/PARP2/NEIL1/MBD4",24,6.2324342571109,"Severe"
